"trial_type","trial_index","time_elapsed","internal_node_id","counterbalance","lang_instruct","ParticipantID","view_history","rt","url","stimulus","button_pressed","key_press","correctRESP","correct","designation","location","correctanswer","responses","sentence","keywords","typed_resp","keyword1_acc","keyword2_acc","keyword3_acc","keyword4_acc","keyword5_acc","total_acc","prop_acc","timeouts","pause_rt01","pause_rt02","train_file","numKeyPress","sound","fam_type","SYLLABLE","EXEMPLAR","TD_LOCS","TD_TYPE","TDLOC_01","TDLOC_02","TDLOC_03","TDLOC_04","TD_RT_01","TD_RT_02","TD_RT_03","TD_RT_04","TD_SUBJ_RTs","number_of_plays","syllable","syllable_type"
"html-button-response","112","158370","0.0-4.0-1.0-1.30","2","1","hclvf56gxy2hvqh","","905","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","113","159381","0.0-4.0-1.0-2.30","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","114","160184","0.0-4.0-1.0-0.31","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","115","161057","0.0-4.0-1.0-1.31","2","1","hclvf56gxy2hvqh","","871.7000000476837","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","116","162061","0.0-4.0-1.0-2.31","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","117","162864","0.0-4.0-1.0-0.32","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","118","164177","0.0-4.0-1.0-1.32","2","1","hclvf56gxy2hvqh","","1311.9000000953674","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","119","165181","0.0-4.0-1.0-2.32","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","120","165984","0.0-4.0-1.0-0.33","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/fu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","121","166803","0.0-4.0-1.0-1.33","2","1","hclvf56gxy2hvqh","","817.8000000715256","","What sound did you hear?","1","","","0","INDUCTION-JUDGMENT","right","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","122","167805","0.0-4.0-1.0-2.33","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","123","168613","0.0-4.0-1.0-0.34","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","124","169297","0.0-4.0-1.0-1.34","2","1","hclvf56gxy2hvqh","","682.7999999523163","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","125","170311","0.0-4.0-1.0-2.34","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","126","171114","0.0-4.0-1.0-0.35","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","127","172141","0.0-4.0-1.0-1.35","2","1","hclvf56gxy2hvqh","","1026.1999999284744","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","128","173151","0.0-4.0-1.0-2.35","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","129","173973","0.0-4.0-1.0-0.36","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","130","174911","0.0-4.0-1.0-1.36","2","1","hclvf56gxy2hvqh","","936.1000000238419","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","131","175921","0.0-4.0-1.0-2.36","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","132","176733","0.0-4.0-1.0-0.37","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","133","177529","0.0-4.0-1.0-1.37","2","1","hclvf56gxy2hvqh","","794","","What sound did you hear?","0","","","0","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","134","178541","0.0-4.0-1.0-2.37","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:red;""><b>Incorrect!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","135","179343","0.0-4.0-1.0-0.38","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ti_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","136","180092","0.0-4.0-1.0-1.38","2","1","hclvf56gxy2hvqh","","746.9000000953674","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","137","181100","0.0-4.0-1.0-2.38","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","138","181904","0.0-4.0-1.0-0.39","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/ta_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","139","182981","0.0-4.0-1.0-1.39","2","1","hclvf56gxy2hvqh","","1075.6999999284744","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","140","183982","0.0-4.0-1.0-2.39","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","141","184783","0.0-4.0-1.0-0.40","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","142","185905","0.0-4.0-1.0-1.40","2","1","hclvf56gxy2hvqh","","1119.7999999523163","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","143","186909","0.0-4.0-1.0-2.40","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","144","187714","0.0-4.0-1.0-0.41","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","145","188925","0.0-4.0-1.0-1.41","2","1","hclvf56gxy2hvqh","","1209.6000000238419","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","146","189931","0.0-4.0-1.0-2.41","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","147","190744","0.0-4.0-1.0-0.42","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/fe_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","148","191755","0.0-4.0-1.0-1.42","2","1","hclvf56gxy2hvqh","","1009.2999999523163","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","149","192761","0.0-4.0-1.0-2.42","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","150","193574","0.0-4.0-1.0-0.43","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/ge_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","151","194453","0.0-4.0-1.0-1.43","2","1","hclvf56gxy2hvqh","","878.5","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","152","195461","0.0-4.0-1.0-2.43","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","153","196263","0.0-4.0-1.0-0.44","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/me_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","154","197922","0.0-4.0-1.0-1.44","2","1","hclvf56gxy2hvqh","","1656.7000000476837","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","left","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","155","198931","0.0-4.0-1.0-2.44","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","156","199745","0.0-4.0-1.0-0.45","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/pu_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","157","201297","0.0-4.0-1.0-1.45","2","1","hclvf56gxy2hvqh","","1550.8999999761581","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","158","202301","0.0-4.0-1.0-2.45","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","159","203103","0.0-4.0-1.0-0.46","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/left/re_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","160","204505","0.0-4.0-1.0-1.46","2","1","hclvf56gxy2hvqh","","1400.1999999284744","","What sound did you hear?","0","","","1","INDUCTION-JUDGMENT","left","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","161","205511","0.0-4.0-1.0-2.46","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","162","206313","0.0-4.0-1.0-0.47","2","1","hclvf56gxy2hvqh","","null","","sounds/induction/right/su_SWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","163","207255","0.0-4.0-1.0-1.47","2","1","hclvf56gxy2hvqh","","939.6999999284744","","What sound did you hear?","1","","","1","INDUCTION-JUDGMENT","right","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","164","208261","0.0-4.0-1.0-2.47","2","1","hclvf56gxy2hvqh","","null","","<p style=""color:green;""><b>Correct!</b></p>","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","165","229418","0.0-5.0-0.0","2","1","hclvf56gxy2hvqh","","20651.200000047684","","<p>Thank you for your answers.</p><p>You will now listen to similar sounds. The main difference is that the sounds will be longer and will make up complete sentences.</p><p>Please listen carefully to each sentence. After each sentence, you will be asked to type back what you heard to the best of your ability. After you provide your response, you will be given feedback about the correct answer.</p><p>There are 10 sentences in total.","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","166","232234","0.0-5.0-1.0-0.0","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_02_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","167","249873","0.0-5.0-1.0-1.0","2","1","hclvf56gxy2hvqh","","17636","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""He said he tried the same thing 30 times""}","He said the same phrase thirty times.","said,same,phrase,thirty,times","HE SAID HE TRIED THE SAME THING 30 TIMES","1","1","0","0","1","3","0.6","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","168","251141","0.0-5.0-1.0-2.0","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","169","253454","0.0-5.0-1.0-3.0","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_02_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","170","254461","0.0-5.0-1.0-4.0","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","171","256507","0.0-5.0-1.0-5.0","2","1","hclvf56gxy2hvqh","","1536","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","172","259094","0.0-5.0-1.0-0.1","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_03_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","173","275818","0.0-5.0-1.0-1.1","2","1","hclvf56gxy2hvqh","","16721","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""I'd like it without pickles please""}","Pluck the bright rose without leaves.","pluck,bright,rose,without,leaves","I'D LIKE IT WITHOUT PICKLES PLEASE","0","0","0","1","0","1","0.2","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","174","277073","0.0-5.0-1.0-2.1","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","175","279154","0.0-5.0-1.0-3.1","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_03_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","176","280156","0.0-5.0-1.0-4.1","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","177","281844","0.0-5.0-1.0-5.1","2","1","hclvf56gxy2hvqh","","1185.8999999761581","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","178","284844","0.0-5.0-1.0-0.2","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_05_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","179","292902","0.0-5.0-1.0-1.2","2","1","hclvf56gxy2hvqh","","8056","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""He looked into the eyes of the sweet girl""}","The glow deepened in the eyes of the sweet girl.","glow,deepened,eyes,sweet,girl","HE LOOKED INTO THE EYES OF THE SWEET GIRL","0","0","1","1","1","3","0.6","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","180","294164","0.0-5.0-1.0-2.2","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","181","296654","0.0-5.0-1.0-3.2","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_05_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","182","297660","0.0-5.0-1.0-4.2","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","183","299305","0.0-5.0-1.0-5.2","2","1","hclvf56gxy2hvqh","","1132.6000000238419","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","184","302036","0.0-5.0-1.0-0.3","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_09_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","185","318132","0.0-5.0-1.0-1.3","2","1","hclvf56gxy2hvqh","","16095","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""He went and took a bad turn""}","We frown when events take a bad turn.","frown,events,take,bad,turn","HE WENT AND TOOK A BAD TURN","0","0","0","1","1","2","0.4","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","186","319395","0.0-5.0-1.0-2.3","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","187","321624","0.0-5.0-1.0-3.3","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_09_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","188","322628","0.0-5.0-1.0-4.3","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","189","323995","0.0-5.0-1.0-5.3","2","1","hclvf56gxy2hvqh","","863","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","190","326764","0.0-5.0-1.0-0.4","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_08_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","191","341341","0.0-5.0-1.0-1.4","2","1","hclvf56gxy2hvqh","","14574","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""___ watching and for you to miss""}","Clothes and lodging are free to new men.","clothes,lodging,free,new,men","___ WATCHING AND FOR YOU TO MISS","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","192","342607","0.0-5.0-1.0-2.4","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","193","344863","0.0-5.0-1.0-3.4","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_08_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","194","345881","0.0-5.0-1.0-4.4","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","195","348043","0.0-5.0-1.0-5.4","2","1","hclvf56gxy2hvqh","","1651.6000000238419","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","196","350794","0.0-5.0-1.0-0.5","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_06_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","197","358694","0.0-5.0-1.0-1.5","2","1","hclvf56gxy2hvqh","","7899","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""Tell your problems to the wise chief""}","Bring your problems to the wise chief.","bring,your,problems,wise,chief","TELL YOUR PROBLEMS TO THE WISE CHIEF","0","1","1","1","1","4","0.8","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","198","359953","0.0-5.0-1.0-2.5","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","199","362196","0.0-5.0-1.0-3.5","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_06_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","200","363201","0.0-5.0-1.0-4.5","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","201","365503","0.0-5.0-1.0-5.5","2","1","hclvf56gxy2hvqh","","1791.2999999523163","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","202","368523","0.0-5.0-1.0-0.6","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_10_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","203","380429","0.0-5.0-1.0-1.6","2","1","hclvf56gxy2hvqh","","11903","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""___ is a strong wine with a smoky taste""}","Port is a strong wine with a smoky taste.","port,strong,wine,smoky,taste","___ IS A STRONG WINE WITH A SMOKY TASTE","0","1","1","1","1","4","0.8","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","204","381692","0.0-5.0-1.0-2.6","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","205","384204","0.0-5.0-1.0-3.6","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_10_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","206","385211","0.0-5.0-1.0-4.6","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","207","386740","0.0-5.0-1.0-5.6","2","1","hclvf56gxy2hvqh","","1026.3999999761581","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","208","389623","0.0-5.0-1.0-0.7","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_07_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","209","398379","0.0-5.0-1.0-1.7","2","1","hclvf56gxy2hvqh","","8754","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""Write a ___ to the friends you cherish""}","Write a fond note to the friend you cherish.","write,fond,note,friend,cherish","WRITE A ___ TO THE FRIENDS YOU CHERISH","1","0","0","0","1","2","0.4","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","210","399651","0.0-5.0-1.0-2.7","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","211","402034","0.0-5.0-1.0-3.7","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/right/14_07_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","212","403041","0.0-5.0-1.0-4.7","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","213","404155","0.0-5.0-1.0-5.7","2","1","hclvf56gxy2hvqh","","611.7999999523163","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","214","406713","0.0-5.0-1.0-0.8","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_04_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","215","424337","0.0-5.0-1.0-1.8","2","1","hclvf56gxy2hvqh","","17622","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""2 and 7 is less than 10""}","Two plus seven is less than ten.","two,plus,seven,less,ten","2 AND 7 IS LESS THAN 10","0","0","0","1","0","1","0.2","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","216","425595","0.0-5.0-1.0-2.8","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","217","427653","0.0-5.0-1.0-3.8","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_04_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","218","428661","0.0-5.0-1.0-4.8","2","1","hclvf56gxy2hvqh","","null","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"html-button-response","219","430153","0.0-5.0-1.0-5.8","2","1","hclvf56gxy2hvqh","","981.5","","<p>Press the button below when you are ready to continue.</p>","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","220","433274","0.0-5.0-1.0-0.9","2","1","hclvf56gxy2hvqh","","null","","sounds/sentences/left/14_01_cfSWS.wav","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sentence-resp","221","450519","0.0-5.0-1.0-1.9","2","1","hclvf56gxy2hvqh","","17243","","","","","","","SWS-SENT-RESPONSE","","","{""Q0"":""He crammed his nose through danger""}","A cramp is no small danger on a swim.","cramp,no,small,danger,swim","HE CRAMMED HIS NOSE THROUGH DANGER","0","0","0","1","0","1","0.2","","","","","","","","","","","","","","","","","","","","","","",""
